class,negativecharger.aromatic.gap2,aromatic.postivecharger.gap5,postivecharger.negativecharger.gap5,aromatic.uncharger.gap5,uncharger.aromatic.gap1,aromatic.uncharger.gap1,negativecharger.alphaticr.gap4,alphaticr.alphaticr.gap5,uncharger.uncharger.gap2,alphaticr.postivecharger.gap3,uncharger.postivecharger.gap1,uncharger.alphaticr.gap0,negativecharger.alphaticr.gap3,alphaticr.alphaticr.gap0,postivecharger.uncharger.gap3,alphaticr.aromatic.gap2,postivecharger.aromatic.gap3,uncharger.alphaticr.gap5,uncharger.aromatic.gap0,postivecharger.postivecharger.gap1,alphaticr.negativecharger.gap3,uncharger.uncharger.gap3,aromatic.negativecharger.gap5,aromatic.uncharger.gap4,uncharger.negativecharger.gap1,alphaticr.alphaticr.gap4,aromatic.alphaticr.gap4,aromatic.negativecharger.gap0,postivecharger.alphaticr.gap1,postivecharger.uncharger.gap0,alphaticr.alphaticr.gap1,uncharger.postivecharger.gap0,postivecharger.uncharger.gap2,alphaticr.aromatic.gap0,uncharger.alphaticr.gap1,postivecharger.alphaticr.gap0,postivecharger.uncharger.gap4,uncharger.postivecharger.gap2,uncharger.aromatic.gap5,uncharger.aromatic.gap3,uncharger.postivecharger.gap4,negativecharger.alphaticr.gap0,aromatic.uncharger.gap0,postivecharger.postivecharger.gap4,negativecharger.uncharger.gap2,uncharger.alphaticr.gap2,alphaticr.negativecharger.gap5,aromatic.postivecharger.gap4,negativecharger.aromatic.gap3,uncharger.postivecharger.gap5,aromatic.negativecharger.gap1,postivecharger.uncharger.gap5,negativecharger.postivecharger.gap1,aromatic.uncharger.gap2,alphaticr.negativecharger.gap0,postivecharger.alphaticr.gap5,negativecharger.alphaticr.gap1,negativecharger.uncharger.gap1,alphaticr.aromatic.gap1,aromatic.aromatic.gap4,aromatic.aromatic.gap0,negativecharger.alphaticr.gap5,negativecharger.postivecharger.gap2,uncharger.aromatic.gap4,aromatic.aromatic.gap1,aromatic.alphaticr.gap1,alphaticr.alphaticr.gap2,alphaticr.uncharger.gap4,negativecharger.uncharger.gap5,postivecharger.aromatic.gap4,postivecharger.negativecharger.gap0,uncharger.negativecharger.gap5,negativecharger.aromatic.gap5,postivecharger.aromatic.gap2,alphaticr.postivecharger.gap2,aromatic.aromatic.gap5,aromatic.negativecharger.gap3,aromatic.postivecharger.gap0,alphaticr.negativecharger.gap1,alphaticr.uncharger.gap5,negativecharger.negativecharger.gap2,postivecharger.postivecharger.gap0,uncharger.alphaticr.gap3,alphaticr.aromatic.gap5,alphaticr.uncharger.gap3,uncharger.aromatic.gap2,negativecharger.postivecharger.gap0,negativecharger.aromatic.gap0,negativecharger.alphaticr.gap2,aromatic.postivecharger.gap3,postivecharger.negativecharger.gap4,aromatic.negativecharger.gap4,uncharger.alphaticr.gap4
1.0,0.007117437722419929,0.007194244604316547,0.014388489208633094,0.03237410071942446,0.0425531914893617,0.04964539007092199,0.025089605734767026,0.12589928057553956,0.13167259786476868,0.03214285714285714,0.03900709219858156,0.13427561837455831,0.039285714285714285,0.13074204946996468,0.03571428571428571,0.028469750889679717,0.014285714285714284,0.13309352517985612,0.0176678445229682,0.031914893617021274,0.03214285714285714,0.12142857142857146,0.01079136690647482,0.021505376344086027,0.031914893617021274,0.13620071684587814,0.03942652329749104,0.00353356890459364,0.03546099290780142,0.03180212014134275,0.14184397163120568,0.04240282685512368,0.03558718861209965,0.038869257950530034,0.13829787234042554,0.03180212014134275,0.028673835125448032,0.028469750889679717,0.02158273381294964,0.03214285714285714,0.03942652329749104,0.02826855123674912,0.04593639575971732,0.017921146953405017,0.028469750889679717,0.13523131672597866,0.02517985611510792,0.017921146953405017,0.0071428571428571435,0.04676258992805756,0.0035460992907801405,0.02517985611510792,0.010638297872340424,0.03914590747330962,0.024734982332155483,0.02517985611510792,0.014184397163120569,0.031914893617021274,0.02127659574468085,0.007168458781362006,0.00706713780918728,0.03597122302158273,0.010676156583629894,0.03225806451612903,0.0035460992907801405,0.02127659574468085,0.1209964412811388,0.13261648745519716,0.014388489208633094,0.021505376344086027,0.0176678445229682,0.02877697841726619,0.017985611510791366,0.017793594306049824,0.046263345195729534,0.01079136690647482,0.0071428571428571435,0.00706713780918728,0.02127659574468085,0.15827338129496402,0.0,0.024734982332155483,0.1357142857142857,0.017985611510791366,0.14642857142857146,0.021352313167259787,0.02120141342756184,0.01060070671378092,0.03202846975088968,0.017857142857142856,0.014336917562724013,0.003584229390681004,0.1111111111111111
1.0,0.005067567567567568,0.006791171477079796,0.02376910016977929,0.02546689303904924,0.02698145025295109,0.02698145025295109,0.04745762711864407,0.15789473684210525,0.08108108108108109,0.05583756345177665,0.04215851602023609,0.12289562289562288,0.045685279187817264,0.15656565656565655,0.032148900169204735,0.037162162162162164,0.008460236886632827,0.11544991511035653,0.013468013468013471,0.028667790893760536,0.04060913705583756,0.08629441624365483,0.006791171477079796,0.022033898305084745,0.025295109612141653,0.14067796610169492,0.03220338983050846,0.008417508417508417,0.06070826306913996,0.045454545454545456,0.16694772344013492,0.037037037037037035,0.040540540540540536,0.037037037037037035,0.10792580101180438,0.05218855218855219,0.04406779661016949,0.040540540540540536,0.022071307300509338,0.023688663282571912,0.04406779661016949,0.04040404040404042,0.021885521885521887,0.022033898305084745,0.02533783783783784,0.10641891891891893,0.03735144312393888,0.006779661016949152,0.00676818950930626,0.03735144312393888,0.011804384485666104,0.042444821731748725,0.011804384485666104,0.028716216216216218,0.0505050505050505,0.05093378607809848,0.04384485666104553,0.023608768971332208,0.023608768971332208,0.001694915254237288,0.0067340067340067354,0.04753820033955857,0.020270270270270268,0.025423728813559324,0.006745362563237775,0.020236087689713318,0.16216216216216214,0.12033898305084745,0.02546689303904924,0.006779661016949152,0.013468013468013471,0.028862478777589125,0.008488964346349746,0.006756756756756757,0.052364864864864864,0.0050933786078098476,0.01015228426395939,0.008417508417508417,0.04215851602023609,0.11035653650254668,0.008445945945945945,0.02693602693602693,0.10998307952622674,0.02376910016977929,0.1116751269035533,0.020270270270270268,0.020202020202020204,0.008417508417508417,0.04222972972972973,0.005076142131979695,0.005084745762711864,0.00847457627118644,0.11016949152542373
1.0,0.002267573696145125,0.00684931506849315,0.0091324200913242,0.02511415525114155,0.033936651583710405,0.029411764705882363,0.02277904328018224,0.091324200913242,0.1655328798185941,0.05227272727272727,0.06561085972850679,0.13769751693002258,0.013636363636363636,0.07223476297968398,0.075,0.027210884353741496,0.00909090909090909,0.12557077625570776,0.02708803611738149,0.027149321266968326,0.013636363636363636,0.15227272727272728,0.0045662100456621,0.03189066059225513,0.020361990950226245,0.08200455580865604,0.013667425968109341,0.0,0.05429864253393665,0.0564334085778781,0.09276018099547513,0.0744920993227991,0.08390022675736962,0.02031602708803612,0.11312217194570134,0.045146726862302484,0.059225512528473814,0.07936507936507936,0.0273972602739726,0.031818181818181815,0.06150341685649203,0.022573363431151242,0.033860045146726865,0.03416856492027335,0.018140589569160998,0.1201814058956916,0.0182648401826484,0.013667425968109341,0.006818181818181818,0.0639269406392694,0.004524886877828055,0.06621004566210045,0.006787330316742082,0.031746031746031744,0.02031602708803612,0.03424657534246575,0.022624434389140267,0.020361990950226245,0.022624434389140267,0.004555808656036446,0.004514672686230248,0.0182648401826484,0.015873015873015872,0.025056947608200455,0.0022624434389140274,0.013574660633484163,0.08390022675736962,0.1252847380410023,0.0273972602739726,0.011389521640091115,0.013544018058690743,0.0182648401826484,0.00684931506849315,0.0,0.047619047619047616,0.0045662100456621,0.002272727272727273,0.009029345372460496,0.013574660633484163,0.11643835616438356,0.0090702947845805,0.04288939051918736,0.13636363636363635,0.0136986301369863,0.13636363636363635,0.034013605442176874,0.002257336343115124,0.004514672686230248,0.011337868480725623,0.00909090909090909,0.009111617312072893,0.002277904328018223,0.12072892938496585
1.0,0.004830917874396135,0.007299270072992701,0.012165450121654502,0.012165450121654502,0.028915662650602414,0.024096385542168683,0.024271844660194167,0.1386861313868613,0.13768115942028986,0.043583535108958835,0.04096385542168675,0.15625,0.01937046004842615,0.12740384615384615,0.03631961259079903,0.024154589371980683,0.007263922518159807,0.1362530413625304,0.021634615384615384,0.014457831325301203,0.029055690072639227,0.14769975786924938,0.0097323600973236,0.029126213592233014,0.024096385542168683,0.1529126213592233,0.024271844660194167,0.004807692307692308,0.04096385542168675,0.04567307692307692,0.13012048192771086,0.03125,0.05555555555555555,0.03365384615384615,0.1566265060240964,0.03365384615384615,0.055825242718446605,0.04830917874396135,0.0340632603406326,0.01937046004842615,0.05097087378640777,0.019230769230769232,0.021634615384615384,0.016990291262135918,0.024154589371980683,0.15458937198067632,0.0194647201946472,0.0048543689320388345,0.012106537530266344,0.038929440389294405,0.004819277108433735,0.046228710462287104,0.004819277108433735,0.028985507246376805,0.014423076923076926,0.031630170316301706,0.02168674698795181,0.01927710843373494,0.02168674698795181,0.0048543689320388345,0.0,0.021897810218978103,0.0,0.029126213592233014,0.0072289156626506035,0.01927710843373494,0.11835748792270533,0.11893203883495145,0.0267639902676399,0.0048543689320388345,0.01201923076923077,0.0194647201946472,0.0024330900243309003,0.00966183574879227,0.06521739130434782,0.0024330900243309003,0.0048426150121065395,0.009615384615384616,0.014457831325301203,0.1386861313868613,0.007246376811594203,0.02403846153846154,0.14769975786924938,0.024330900243309004,0.15254237288135594,0.028985507246376805,0.0,0.009615384615384616,0.026570048309178744,0.0048426150121065395,0.0048543689320388345,0.0072815533980582535,0.1262135922330097
1.0,0.009828009828009828,0.0099009900990099,0.012376237623762377,0.012376237623762377,0.02205882352941177,0.029411764705882363,0.037037037037037035,0.1806930693069307,0.1375921375921376,0.04679802955665025,0.04411764705882353,0.11491442542787285,0.027093596059113302,0.13691931540342298,0.03201970443349754,0.031941031941031935,0.007389162561576354,0.10891089108910892,0.026894865525672367,0.01715686274509804,0.022167487684729058,0.15763546798029554,0.007425742574257425,0.02469135802469136,0.029411764705882363,0.16790123456790124,0.02716049382716049,0.004889975550122249,0.024509803921568627,0.019559902200488997,0.16911764705882354,0.029339853300733493,0.02948402948402948,0.034229828850855744,0.12745098039215685,0.05134474327628362,0.04444444444444445,0.031941031941031935,0.01485148514851485,0.024630541871921183,0.03209876543209877,0.03667481662591687,0.02444987775061125,0.01728395061728395,0.02457002457002457,0.13267813267813267,0.034653465346534656,0.012345679012345678,0.0049261083743842365,0.03712871287128714,0.0024509803921568627,0.0396039603960396,0.007352941176470587,0.02948402948402948,0.039119804400977995,0.034653465346534656,0.029411764705882363,0.0392156862745098,0.02696078431372549,0.0024691358024691358,0.007334963325183373,0.017326732673267328,0.014742014742014744,0.02469135802469136,0.004901960784313725,0.02205882352941177,0.14987714987714987,0.10617283950617283,0.05198019801980198,0.009876543209876543,0.017114914425427872,0.034653465346534656,0.007425742574257425,0.00737100737100737,0.027027027027027032,0.007425742574257425,0.007389162561576354,0.002444987775061125,0.029411764705882363,0.09653465346534654,0.004914004914004914,0.02444987775061125,0.10098522167487683,0.034653465346534656,0.1083743842364532,0.0171990171990172,0.014669926650366746,0.002444987775061125,0.0343980343980344,0.009852216748768471,0.01728395061728395,0.0,0.11604938271604938
1.0,0.016233766233766232,0.016393442622950817,0.009836065573770493,0.026229508196721308,0.05501618122977346,0.051779935275080916,0.02287581699346405,0.10491803278688523,0.1396103896103896,0.03908794788273615,0.032362459546925564,0.12903225806451613,0.026058631921824102,0.1032258064516129,0.0488599348534202,0.022727272727272728,0.016286644951140062,0.09836065573770493,0.03225806451612903,0.03883495145631068,0.03908794788273615,0.14332247557003258,0.009836065573770493,0.04248366013071896,0.03883495145631068,0.08496732026143791,0.032679738562091505,0.00967741935483871,0.035598705501618116,0.03870967741935484,0.0970873786407767,0.035483870967741936,0.05194805194805195,0.01935483870967742,0.0970873786407767,0.03225806451612903,0.05555555555555555,0.06168831168831169,0.02950819672131148,0.035830618892508145,0.03594771241830065,0.012903225806451613,0.035483870967741936,0.029411764705882363,0.025974025974025976,0.0974025974025974,0.022950819672131147,0.00980392156862745,0.0065146579804560255,0.04918032786885247,0.009708737864077669,0.052459016393442616,0.019417475728155338,0.03896103896103896,0.022580645161290318,0.04262295081967213,0.0453074433656958,0.022653721682847898,0.012944983818770229,0.006535947712418301,0.022580645161290318,0.016393442622950817,0.012987012987012988,0.032679738562091505,0.0064724919093851144,0.022653721682847898,0.10064935064935067,0.0915032679738562,0.045901639344262286,0.00980392156862745,0.03225806451612903,0.036065573770491806,0.013114754098360656,0.012987012987012988,0.025974025974025976,0.009836065573770493,0.013029315960912051,0.00967741935483871,0.032362459546925564,0.09508196721311477,0.003246753246753247,0.035483870967741936,0.1237785016286645,0.019672131147540985,0.11400651465798045,0.02922077922077922,0.035483870967741936,0.012903225806451613,0.045454545454545456,0.009771986970684038,0.0196078431372549,0.006535947712418301,0.12418300653594773
1.0,0.005194805194805196,0.013089005235602094,0.0,0.010471204188481676,0.028497409326424868,0.03626943005181347,0.020887728459530026,0.20680628272251309,0.08311688311688313,0.041666666666666664,0.03367875647668394,0.12403100775193796,0.018229166666666668,0.25064599483204136,0.041666666666666664,0.041558441558441565,0.0078125,0.12303664921465968,0.018087855297157614,0.031088082901554407,0.0234375,0.07291666666666667,0.010471204188481676,0.013054830287206266,0.01813471502590673,0.22715404699738906,0.0391644908616188,0.002583979328165375,0.04404145077720207,0.036175710594315236,0.2590673575129533,0.03875968992248062,0.033766233766233764,0.036175710594315236,0.11139896373056994,0.025839793281653745,0.0391644908616188,0.03116883116883117,0.010471204188481676,0.020833333333333332,0.028720626631853787,0.020671834625323,0.025839793281653745,0.023498694516971282,0.02337662337662337,0.12987012987012986,0.028795811518324606,0.013054830287206266,0.005208333333333333,0.03926701570680628,0.010362694300518135,0.03926701570680628,0.007772020725388602,0.028571428571428567,0.03100775193798449,0.04450261780104712,0.02590673575129533,0.01813471502590673,0.028497409326424868,0.015665796344647518,0.0103359173126615,0.03403141361256545,0.012987012987012988,0.020887728459530026,0.007772020725388602,0.012953367875647671,0.23376623376623376,0.1174934725848564,0.013089005235602094,0.007832898172323759,0.018087855297157614,0.02356020942408377,0.005235602094240838,0.007792207792207792,0.03896103896103896,0.005235602094240838,0.005208333333333333,0.0103359173126615,0.028497409326424868,0.13612565445026178,0.0,0.03100775193798449,0.13020833333333334,0.04712041884816754,0.12239583333333333,0.01818181818181818,0.012919896640826873,0.007751937984496123,0.02337662337662337,0.015625,0.013054830287206266,0.0,0.13054830287206268
1.0,0.007117437722419929,0.017985611510791366,0.0,0.02877697841726619,0.024822695035461,0.0425531914893617,0.04301075268817205,0.13309352517985612,0.16725978647686832,0.039285714285714285,0.03900709219858156,0.13780918727915195,0.021428571428571432,0.12014134275618375,0.03571428571428571,0.04270462633451957,0.0071428571428571435,0.11510791366906475,0.03180212014134275,0.031914893617021274,0.028571428571428567,0.12857142857142856,0.007194244604316547,0.025089605734767026,0.03546099290780142,0.12544802867383512,0.04659498207885305,0.0,0.046099290780141834,0.038869257950530034,0.12411347517730495,0.04240282685512368,0.02491103202846975,0.03180212014134275,0.13120567375886524,0.03180212014134275,0.04659498207885305,0.02491103202846975,0.03597122302158273,0.03571428571428571,0.04659498207885305,0.024734982332155483,0.0353356890459364,0.028673835125448032,0.021352313167259787,0.099644128113879,0.02158273381294964,0.010752688172043013,0.010714285714285714,0.02517985611510792,0.007092198581560284,0.03597122302158273,0.010638297872340424,0.021352313167259787,0.04593639575971732,0.0539568345323741,0.02127659574468085,0.031914893617021274,0.05319148936170213,0.014336917562724013,0.0176678445229682,0.02158273381294964,0.017793594306049824,0.03942652329749104,0.007092198581560284,0.02836879432624113,0.12455516014234876,0.13261648745519716,0.02877697841726619,0.007168458781362006,0.02120141342756184,0.03597122302158273,0.007194244604316547,0.007117437722419929,0.04270462633451957,0.014388489208633094,0.010714285714285714,0.00706713780918728,0.02127659574468085,0.12589928057553956,0.0,0.0353356890459364,0.11071428571428572,0.02158273381294964,0.12142857142857146,0.02491103202846975,0.01413427561837456,0.01060070671378092,0.03558718861209965,0.017857142857142856,0.014336917562724013,0.0,0.1003584229390681
1.0,0.012244897959183671,0.02066115702479339,0.012396694214876032,0.028925619834710745,0.044715447154471545,0.044715447154471545,0.03292181069958848,0.08677685950413222,0.1306122448979592,0.04508196721311476,0.05284552845528456,0.11740890688259108,0.032786885245901634,0.06072874493927125,0.04508196721311476,0.020408163265306117,0.012295081967213116,0.1115702479338843,0.032388663967611336,0.032520325203252036,0.02868852459016393,0.10245901639344264,0.008264462809917356,0.037037037037037035,0.04065040650406504,0.11522633744855967,0.03292181069958848,0.0,0.036585365853658534,0.03643724696356275,0.1097560975609756,0.05263157894736842,0.04489795918367346,0.024291497975708502,0.0975609756097561,0.05263157894736842,0.06584362139917696,0.053061224489795916,0.033057851239669415,0.032786885245901634,0.06584362139917696,0.02834008097165992,0.032388663967611336,0.02469135802469136,0.024489795918367342,0.09795918367346937,0.0371900826446281,0.00823045267489712,0.004098360655737704,0.04132231404958678,0.012195121951219513,0.04132231404958678,0.016260162601626018,0.040816326530612235,0.048582995951417005,0.049586776859504134,0.044715447154471545,0.032520325203252036,0.024390243902439025,0.012345679012345678,0.008097165991902834,0.02066115702479339,0.024489795918367342,0.0411522633744856,0.0040650406504065045,0.016260162601626018,0.11020408163265306,0.09053497942386833,0.045454545454545456,0.012345679012345678,0.032388663967611336,0.0371900826446281,0.016528925619834708,0.0163265306122449,0.036734693877551024,0.0,0.008196721311475409,0.004048582995951417,0.02032520325203252,0.09917355371900828,0.020408163265306117,0.02834008097165992,0.09836065573770493,0.016528925619834708,0.11065573770491803,0.028571428571428567,0.024291497975708502,0.012145748987854251,0.028571428571428567,0.020491803278688527,0.02880658436213992,0.0,0.09053497942386833
1.0,0.008849557522123894,0.011904761904761904,0.020833333333333332,0.017857142857142856,0.03823529411764706,0.029411764705882363,0.03560830860534125,0.08035714285714286,0.13864306784660768,0.03254437869822485,0.041176470588235294,0.0967741935483871,0.035502958579881665,0.07038123167155426,0.0650887573964497,0.02654867256637168,0.005917159763313609,0.09226190476190477,0.03812316715542522,0.026470588235294117,0.03254437869822485,0.1272189349112426,0.008928571428571428,0.029673590504451036,0.029411764705882363,0.07418397626112759,0.014836795252225518,0.005865102639296189,0.047058823529411764,0.04105571847507331,0.07352941176470587,0.0469208211143695,0.05899705014749264,0.020527859237536656,0.11176470588235296,0.05571847507331378,0.07418397626112759,0.038348082595870206,0.020833333333333332,0.03254437869822485,0.05934718100890207,0.029325513196480937,0.03812316715542522,0.017804154302670624,0.035398230088495575,0.10324483775811208,0.014880952380952382,0.017804154302670624,0.002958579881656805,0.05357142857142857,0.008823529411764706,0.05952380952380953,0.023529411764705882,0.038348082595870206,0.04398826979472141,0.03869047619047618,0.023529411764705882,0.052941176470588235,0.020588235294117647,0.002967359050445104,0.005865102639296189,0.03571428571428571,0.02064896755162242,0.029673590504451036,0.005882352941176471,0.017647058823529408,0.07079646017699115,0.10682492581602374,0.050595238095238096,0.011869436201780416,0.026392961876832845,0.0744047619047619,0.014880952380952382,0.011799410029498523,0.0471976401179941,0.002976190476190476,0.005917159763313609,0.005865102639296189,0.035294117647058816,0.1130952380952381,0.008849557522123894,0.026392961876832845,0.08875739644970414,0.029761904761904764,0.1153846153846154,0.02359882005899705,0.029325513196480937,0.008797653958944279,0.05309734513274336,0.014792899408284025,0.020771513353115733,0.005934718100890208,0.12166172106824925
